lasso,ridge,ela,gbm,xgb
11.86754952086516,11.814450569484988,11.809968002044073,11.792581459976224,11.81154727935791
11.910981516562337,12.091468823732527,12.085370604578802,12.040985498430873,12.084063529968262
12.068151338190496,11.735059905952447,11.707386552994874,11.717299229668862,11.724650382995605
11.854251655567232,11.779600068739493,11.510184385277206,11.508032203387756,11.458507537841797
11.973508026571267,12.776358042953714,12.768271109879489,12.871641180977374,12.812886238098145
12.226173471921637,11.755861751680872,11.750678955670185,11.698274023298394,11.693281173706055
11.923431889545625,11.981517573177555,11.996385530138852,11.98435620819921,11.966400146484375
12.10244514554249,12.193296308926758,12.201154037538636,12.202992132975927,12.235695838928223
11.817880708020535,12.16927624734018,12.170669153181779,12.196735626980194,12.180617332458496
12.284168847570315,13.086774938401456,13.069051185656676,12.823436916221073,12.88974380493164
11.751192074267335,11.72756718974453,11.740669988860116,11.67794947463887,11.708454132080078
11.79448663911247,12.005425298108394,12.006163897201946,11.992073451937488,12.02808666229248
12.086642030245589,11.640137748674825,11.635368915646472,11.519373589922473,11.521235466003418
11.609338862644357,12.239257124602526,12.233684234019025,12.221440962332046,12.230249404907227
11.704168551804276,11.652158208195214,11.706401520912115,11.754558077245505,11.684884071350098
11.697726257031055,12.390620317390205,12.389514275328851,12.387035844462233,12.37038803100586
11.627489152685534,12.603317522495804,12.600551192034686,12.586785281032304,12.633472442626953
11.611704551914988,12.45957009379606,12.447394280876729,12.399330099083116,12.488444328308105
11.886588052269257,12.246478729296564,12.24932171946021,12.230201447258654,12.280109405517578
11.88545482668114,11.264262996615644,11.293760097707294,11.29324608407552,11.230070114135742
12.152801969867157,12.337593710416956,12.386256409823881,12.290043466618734,12.297820091247559
11.578322155861908,12.617916184206052,12.62399298036888,12.546741735310846,12.586203575134277
11.523249227523527,11.729618230593422,11.729065978481646,11.738142284560178,11.794087409973145
11.87706982589007,12.216596749611925,12.198266724920328,12.17134316127358,12.233325004577637
11.770105691506117,11.759937449591455,11.772730780600364,11.859378678802885,11.872632026672363
11.905973490118257,11.465173124466356,11.469782682599368,11.632774408994873,11.507124900817871
11.582295876068969,11.500436312493674,11.488937499066775,11.438286459683841,11.39298152923584
11.108090728269815,11.709278943797905,11.701384745612321,11.647622710909445,11.706080436706543
11.888642982473494,11.695827924748519,11.70994014465058,11.673632949525569,11.721964836120605
12.141914935184557,11.65369820988566,11.647589902164855,11.73255966633804,11.742756843566895
11.40792707919313,11.646069009774873,11.629202516568347,11.642011022007072,11.651840209960938
11.824263614695163,12.235809402903664,12.225743698800228,12.217305791941115,12.232124328613281
11.846859774714703,12.008564155634136,12.017189915218744,12.096259194219533,12.10776138305664
12.134382330064998,12.401751504534138,12.40174465275474,12.34299373737792,12.341257095336914
11.375545284298358,11.704169063078377,11.737570429113394,11.725097359299642,11.71102523803711
11.663008650963985,12.024113432782814,12.018974499220743,12.006355668983035,12.030858039855957
11.78158841900157,12.453926254407435,12.457732851268213,12.498429713052339,12.522138595581055
11.715196768324583,12.10632764424035,12.106604429323239,12.048543059381876,12.044793128967285
11.807464950423025,12.039858558693162,12.04786094602832,12.016525784956874,12.02472972869873
11.696603607976325,10.741248945811334,10.776925511196842,11.029319969047098,11.034323692321777
11.76299540832038,11.733476370233893,11.737582995549973,11.657835757155965,11.736437797546387
11.653293661568927,11.653088345800068,11.631769307782273,11.4819120904767,11.504922866821289
11.753118378592106,11.578921777902165,11.56312665560482,11.663913047952493,11.636002540588379
11.8358402513906,11.841820194134558,11.859941429503278,11.894253713981128,11.809548377990723
11.72454102732291,11.619240613100944,11.835210806755864,11.937942197474378,11.900638580322266
11.99464282860811,12.174324530613356,12.178456370021891,12.223561319211242,12.190400123596191
11.38423676138629,12.191541181019984,12.154001186976785,12.097851329437926,12.095020294189453
11.541951533307468,12.253754638035856,12.259264910210788,12.31713112342228,12.298789978027344
11.554181875871251,11.676008091385095,11.693367867773732,11.725633988136606,11.758187294006348
11.301779718742257,11.181569240684517,11.185166866750288,11.33299913933634,11.333911895751953
11.762351867248034,11.636866480537385,11.628688434549026,11.642934810802116,11.627830505371094
11.731192026527324,12.25692149967801,12.267606870377195,12.235100143002537,12.272689819335938
11.781786904622422,12.011761625927873,12.031506005336324,12.05716787534354,12.111319541931152
11.697888777219298,11.62350670346984,11.598470983459544,11.688783139979886,11.630674362182617
12.01236329468734,12.107330359041088,12.102959712821555,12.187770283457516,12.12154769897461
11.874957313873772,11.965611568199243,11.921912302105687,11.894751359628511,11.955808639526367
12.39428336742925,12.42921552317395,12.42609244495706,12.458778920071635,12.476243019104004
11.31071007517126,11.486074442580032,11.415382297682314,11.479158810109858,11.462675094604492
12.33291938107027,11.228070604080632,11.294723116621938,11.41625027213514,11.395293235778809
11.726339799188057,11.68856945853538,11.645382502274066,11.650296235871773,11.665698051452637
11.839298791228295,12.244349419092636,12.244101751622074,12.207328002912753,12.306658744812012
11.735950347591263,11.848285980367207,11.88256104855998,11.777464913093214,11.794562339782715
11.892297839854212,12.060699599910851,12.056251940321724,12.053018944692061,12.037232398986816
12.346438706243077,12.851232396098428,12.844454773805785,12.80672006390964,12.853413581848145
11.716677230711209,12.2661209746544,12.283146609756582,12.26891710300223,12.240720748901367
12.339008867459132,12.423681699706323,12.418289862957526,12.216362284091167,12.217864036560059
12.425850719410967,12.046258086879687,12.059051778852625,12.059606007468766,12.060293197631836
12.097534689882043,11.6359893265133,11.65398329675292,11.785149144184734,11.75992202758789
11.87982458043631,11.961969669287932,11.968693760170586,11.891603474657455,11.909798622131348
11.889595017863165,12.812816198861455,12.823895813820185,12.762308985552533,12.839123725891113
12.17583357685086,12.089402869627182,12.09850589982217,12.041441338476536,12.04871940612793
11.905783395731524,11.786656590966894,11.930763841782909,11.985046725886868,11.961970329284668
11.736683316578812,11.560021832504914,11.547479589921894,11.417691907665839,11.494974136352539
12.651079371690287,11.87995554629762,11.863160772147793,11.876367976136574,11.865375518798828
12.314211278514925,11.957054095874991,11.960320910524347,12.016849069229515,12.003371238708496
11.854314328375759,11.955932855298846,11.98799395688476,11.977860688344274,12.01472282409668
11.198234286944349,11.478054119883867,11.394264759352989,11.360392380355744,11.29922103881836
11.538451752928943,11.777438248369243,11.807777727057962,11.799368535963433,11.80554485321045
11.934381960296694,11.382388260643948,11.37923113911782,11.357181743486564,11.332053184509277
11.49983247939154,11.876860218446467,11.857003347208982,11.889730972018556,11.907389640808105
11.860009132017364,11.613123999042108,11.770715566756413,11.875786046459453,11.923462867736816
11.463922233412596,12.294006559247565,12.289840744769025,12.2802902894467,12.262146949768066
11.701283121370277,12.287685571639425,12.283344006131394,12.291319492093288,12.304529190063477
11.740439536609117,11.920176503716394,11.918300223712592,11.868438791749305,11.882013320922852
11.747189606953334,12.216720004269133,12.212697602596462,12.251072857155647,12.269182205200195
11.599101708881019,12.103527634932938,12.10771559631751,12.07329547456948,12.012746810913086
12.356968993544713,12.093183855626409,12.102824083312399,12.103040979618404,12.060437202453613
12.158068256071289,11.8435353910013,11.847910523501751,11.863756626408415,11.889261245727539
12.280483601957703,11.895231601699646,12.035491094120886,12.300676307719689,12.235286712646484
12.085055114909956,12.390032685500527,12.387880096039753,12.37434304780973,12.401397705078125
12.004105182207127,12.205228570236311,12.219976142739673,12.228787764214882,12.211541175842285
11.109510799297848,11.419937166623404,11.4670047362955,11.541553427824853,11.524205207824707
11.628706694401256,12.381288808154626,12.386614441365733,12.461485399328268,12.468467712402344
11.247839886469961,11.78671110449483,11.732394210122266,11.686589591171739,11.671867370605469
12.50805355739071,12.261994969424643,12.270317219639844,12.26715970629286,12.252211570739746
12.416634110414595,11.676139739195285,11.71198222185018,11.837006371016205,11.874341011047363
12.039541081294693,11.829991927875009,11.833799866496628,11.788360742626677,11.704076766967773
12.145499617872378,11.557718754445718,11.570253041507936,11.54847910753664,11.597310066223145
12.237545589688795,12.280572800149386,12.283013180281506,12.298158412134375,12.303802490234375
12.11597639801508,11.905604237917185,11.90790709421,11.814933797308404,11.842928886413574
11.899080220206873,11.693224982810486,11.688230492755606,11.58143074898368,11.5186185836792
11.835023827523191,11.848842274252535,11.850136752418996,11.866302839485517,11.867112159729004
12.029879836512887,12.737247043106551,12.73148970841903,12.667342316245694,12.636028289794922
12.026013734990261,12.073451603338858,12.08567080850223,12.10229066942101,12.118572235107422
11.668605730707803,12.295330718624767,12.359184283616027,12.204335187344213,12.180084228515625
11.403092255473204,11.433223119573475,11.444122679127975,11.659431841680913,11.595803260803223
11.305164443555615,11.042127642106912,11.200474386126649,11.253159221120235,11.217071533203125
11.46372624508737,11.683389956958857,11.650532828919562,11.591106403491098,11.590291023254395
11.739621877244858,12.487811801777037,12.469296908523614,12.532347052168614,12.525445938110352
11.831015769293462,12.321040249794205,12.317335592697065,12.34973806850076,12.304523468017578
12.052026215436126,12.618034197526836,12.636970901482432,12.577152340195248,12.647804260253906
11.866521121581874,12.10077857053863,12.083036274174724,12.016276717745384,11.95264720916748
11.810398630104356,12.943664323693357,12.947504745143855,12.878089129490435,12.919410705566406
12.49972422515119,12.423444436190872,12.403884710219595,12.421706741296573,12.398670196533203
12.269261579912225,11.498696640518009,11.495730543425713,11.374341212182268,11.374290466308594
11.70293430798515,11.884287081217249,11.912037454669065,11.891449624792065,11.869333267211914
12.062556587965048,11.597620806155955,11.626838337618427,11.721261094556985,11.7247896194458
12.152876203511088,12.110583050321042,12.139867476905536,12.189008672516813,12.26929759979248
12.567117135075772,12.809482145818212,12.805102696661224,12.797348293737164,12.853670120239258
12.083885999807357,12.148488144885993,12.156308801172967,12.183694285635012,12.198060989379883
12.852287707571822,12.175896868669136,12.311776985453534,12.330847045867705,12.303558349609375
12.311053282967249,11.658175586518526,11.641940535389905,11.763868022918382,11.70579719543457
12.408643475763435,12.223237661015036,12.228910800395631,12.13456987324888,12.17701530456543
12.029163749226768,12.25636821734212,12.267927517891472,12.15522666669006,12.296550750732422
12.133715332331324,11.875091194230777,11.910053404451007,11.921876239097907,11.87886905670166
12.071749254553655,12.149806090236519,12.146155417499239,12.187690019727885,12.235026359558105
11.94841086048693,12.158067591926038,12.21356140370298,12.214587690809937,12.258064270019531
12.19957730101422,12.390935960606198,12.395848693762105,12.31484702080525,12.306416511535645
12.129399151820106,11.949368191586352,11.973848450027864,12.04610887343762,12.045364379882812
12.154191143264278,13.160147768699536,13.135309458607596,13.127487913228018,12.973730087280273
12.475492702035504,11.443584227803852,11.474876835820954,11.685850239813096,11.677391052246094
12.13111816361575,12.000440098126413,12.015699548455837,12.05788396197228,12.032671928405762
12.328762714103371,12.006011810426099,12.047233204937513,12.064680425940056,12.05573844909668
12.28889816196341,11.686410743141515,11.708418675531435,11.62707437797219,11.559465408325195
12.34347899771004,12.11714880453317,12.134222596603337,12.189842989957748,12.227787971496582
12.239677550988816,11.77659909384574,11.704343341422401,11.691089381286336,11.707773208618164
11.979287574850721,12.693345490860796,12.644755288623411,12.669444408899482,12.664565086364746
12.003880841916928,12.066989237018161,12.08001603888908,12.074775961160045,12.061142921447754
11.765973022709304,11.663765679753244,11.672505633342762,11.759134463003685,11.70650863647461
11.839980651513663,11.815864233369648,11.84836974299289,11.900974180649614,11.833586692810059
11.658013555497611,12.589285131564784,12.556805999405682,12.54278710709012,12.491386413574219
11.732095658862338,12.584926142291955,12.555481331773903,12.551261464869649,12.477813720703125
11.546969526645935,12.153324640389036,12.169993673727193,12.069746422789054,12.079510688781738
11.57487794304,12.14943464650291,12.157816486849685,12.212548044603725,12.22562026977539
11.918216287351566,11.868759874389136,11.868887418521853,11.8353136757507,11.800368309020996
11.816314271567826,11.703013533652953,11.717759598787124,11.72451071730826,11.736184120178223
11.852781831667471,11.953917228987805,11.917570189488185,11.907746666562007,11.918585777282715
11.924504631262003,12.709168366741793,12.698691663763965,12.704145652998161,12.679505348205566
11.905222131935155,12.459770044510668,12.546082305199144,12.361967157424575,12.296257019042969
11.775330331442522,11.596808071435328,11.608566023593824,11.543835612526168,11.504375457763672
11.948379676469095,12.631670938686604,12.616133637903069,12.591465030091646,12.59379768371582
12.96241062046034,11.853515709664652,11.85766635403328,11.861944112906578,11.876266479492188
12.916864187161465,11.921663331726682,11.950762656116455,12.003713595727195,11.99294662475586
12.790758957366624,11.679614496593356,11.687067527396135,11.620638765451693,11.611649513244629
13.215356760415673,11.887742832984314,11.890246697433502,11.88815127735125,11.868621826171875
12.567421740859768,11.614722386243182,11.630305377197276,11.628033808742408,11.625994682312012
12.714846105711786,12.092231421018553,12.120093689026284,12.02704896833437,12.003942489624023
12.779950251440548,11.68902285627369,11.70271387321642,11.816194268992055,11.772592544555664
12.664361673171655,11.69961795327171,11.701666675277894,11.784571630161073,11.761923789978027
12.548558136041533,12.434336330804749,12.410781959588663,12.428321785127471,12.42524242401123
12.67839253881813,11.980046446017365,11.978149804927838,11.920679634922145,11.903780937194824
12.482572842325084,11.355238650685614,11.375092454134881,11.387403942604015,11.30474853515625
12.989304055433747,12.012115840312028,12.019704633638332,12.074790852379778,12.063857078552246
12.588396252115619,12.440973866857204,12.43327528529119,12.412699201378743,12.412799835205078
12.430709039132896,11.99384773442834,11.990145536332614,11.919273027146449,11.935646057128906
12.188944490185943,11.94364448713088,11.944314961191328,11.95741214472834,11.92018985748291
12.157675855466136,11.77312962927396,11.787295237658654,11.816120512093685,11.835676193237305
12.301628041944934,12.224611200534385,12.228819069299965,12.203647281111861,12.260041236877441
13.103938796190281,11.44872099185891,11.40971153511326,11.429506609229865,11.458476066589355
12.838778794491134,12.346315053869194,12.34329699877712,12.334379042833412,12.362460136413574
12.662411721080478,12.074658487174249,12.077077415816284,12.069064668184073,12.074921607971191
12.345349764228109,12.223755403731818,12.227144933256929,12.26977564845508,12.19678020477295
12.63549192959942,12.151566472837324,12.200393808610725,12.249699893790885,12.30401611328125
12.1824348836296,12.045183143272293,12.04610759288818,12.064911340236304,12.032726287841797
12.057918776674839,11.678872634109464,11.664295443017211,11.692407065760136,11.680590629577637
12.039551647611177,12.895383650354292,12.890741058025535,12.769577321057401,12.937932968139648
12.065401120884687,11.476767858442482,11.480903890981017,11.525670896251714,11.523405075073242
12.030376779553816,12.475206500208369,12.464801493410256,12.512916821441257,12.520276069641113
12.155815493426864,11.510077049276974,11.504106836402626,11.460650998991325,11.486186027526855
12.16206819033927,11.579665055479829,11.600450820585252,11.682311965030484,11.688019752502441
12.173718961566063,12.123703948553127,12.129373214143673,12.146919213078124,12.207136154174805
12.109859672993231,11.809489700623212,11.81427314261452,11.81047147551605,11.82164192199707
12.430032017968177,12.827843825674114,12.820855748702733,12.832633734028851,12.742355346679688
11.984482319965544,11.48234548098444,11.482923191765394,11.451825839366373,11.463286399841309
12.088755465219435,11.791694318576448,11.783494940943338,11.787827215096321,11.797358512878418
12.007967846512365,12.265624455697674,12.269885543959733,12.278553841677866,12.29715347290039
12.506096260441694,11.387654961447597,11.363311946357696,11.342565617086038,11.34115982055664
12.042677888924086,12.111523287956393,12.115954626745115,12.116327964880742,12.156684875488281
12.769981787519962,12.327171914424119,12.283938483659124,12.22851740017432,12.109424591064453
12.595533146489142,12.478157471345721,12.478172335249381,12.482040493396726,12.400883674621582
12.39307687753772,11.639086542687256,11.669436473885828,11.718177013999377,11.73827075958252
12.483017602949399,12.461252333802493,12.454254353838792,12.52181578217145,12.517858505249023
12.40612086867353,11.468646958951359,11.480569939886866,11.49143413938167,11.459078788757324
12.379483069331616,11.445256909367602,11.427429569275276,11.329950483516555,11.417694091796875
12.56253282090526,11.730383144303607,11.743032759807418,11.802173568088465,11.813009262084961
12.331399092770322,12.295658775794806,12.317510781429515,12.35972147114978,12.383962631225586
13.00041867778845,12.29300279937638,12.295922263265071,12.364742410037115,12.432031631469727
12.233423829645965,12.120197184530776,11.804409071246335,11.769060785487095,11.838692665100098
12.182684016196422,11.78908237168478,11.819969947378981,11.907664682416744,11.886659622192383
12.490164238573122,12.152208532941104,12.151847170783167,12.165767244133024,12.183747291564941
12.301414095382187,12.628525552673619,12.660170027573944,12.483978404386333,12.521719932556152
12.45764691535823,11.271971198205952,11.226382475752736,11.241582590343725,11.143184661865234
12.468293828518235,12.563414037088801,12.532704752824733,12.557525072970085,12.568291664123535
12.46663943635167,12.087268463389652,12.093452920890734,12.086276402705153,12.097062110900879
12.299125341953879,12.24618021665171,12.192010935605092,11.96097978050831,11.966999053955078
12.21604095685274,11.877527508024876,11.874563754933698,11.887464642329668,11.879831314086914
12.121335212044835,12.306703956297099,12.305366285796232,12.330037024660776,12.336653709411621
12.068771356504422,12.210474388352143,12.2066703317768,12.222232023741196,12.195711135864258
11.844822882750098,12.352250936175885,12.344212619187505,12.374038507753939,12.34923267364502
12.246957269224854,12.253497180647647,12.264926034715616,12.239991892949805,12.218330383300781
12.380649163888453,11.585744316046252,11.55150653082272,11.507029522700552,11.53085994720459
11.98232561221176,12.054253513977894,12.034956049499508,12.064966730208035,12.054482460021973
11.711746122569668,12.730179675581471,12.724884244334936,12.756606023158641,12.796329498291016
11.913593983732758,11.918876968792892,11.934950282389734,11.974737061780214,11.974203109741211
12.24657992735455,11.760520215018408,11.72995608585993,11.709945908300035,11.68959903717041
12.366999922249196,11.309831567514815,11.306614135889205,11.333528293552881,11.338607788085938
12.126073293301545,12.089729279461006,12.080658306272055,12.108291537282195,12.100822448730469
11.97723642589079,12.11850374553957,12.125330840253818,12.144978827726344,12.15378475189209
12.047631349457681,12.083210488754425,12.082588507195105,12.093594487051199,11.986368179321289
12.002571793511594,11.625868759320033,11.573935410941491,11.649584778983018,11.62336540222168
11.997936286988299,11.92590158532907,11.939557169444516,11.949911611761177,11.915221214294434
11.695858319166668,12.510817469719298,12.501625702750726,12.484500054953005,12.4757080078125
11.754984648663605,11.91924722225852,12.086324273969481,12.186710268156274,12.192178726196289
11.652649353663591,12.6641454399596,12.667162760523366,12.568973132615636,12.52033805847168
11.668162688596144,12.01491676108574,12.054184339778269,12.001166236069784,11.999110221862793
11.74790129156268,11.806544320039132,11.819623553195765,11.784549170006313,11.782814025878906
11.618748688249749,12.088875142343333,12.041178925647413,12.189578417536707,12.20987606048584
12.718645550928658,12.13442392632694,12.151638501049005,12.228277459336155,12.233833312988281
12.368738409801118,11.61617867137563,11.610416238475642,11.560514163003392,11.49748706817627
12.501655601569965,12.867741443901034,12.867708035423696,12.84644217483524,12.83220386505127
12.327020029738172,12.322045476602595,12.316938279237425,12.262394001584655,12.217617988586426
12.176427832146388,12.263891074394298,12.284691227741856,12.287667658573275,12.29564094543457
12.056661011828282,12.296942622655553,12.28707305783714,12.171096269992518,12.200998306274414
12.104305298873324,12.335257005435604,12.319442567201126,12.311322796315867,12.342400550842285
12.623891810213323,12.353577428718035,12.360857609935715,12.396395336164751,12.39638614654541
12.267293648516446,12.106670951695913,12.115586641161304,12.178384030600126,12.171607971191406
12.227824888606017,12.014217560064425,12.023022317645106,11.985549311093152,11.985068321228027
12.276457691004113,12.08641292815002,12.0893742374647,12.138687002130224,12.133008003234863
12.369832132594528,11.514325105913413,11.511220616517882,11.433472888642228,11.490477561950684
11.877765504824357,11.614042020180385,11.608655230539336,11.640295801379864,11.63149356842041
11.806620932595063,11.992034215275496,11.94113026315547,11.89473388784542,11.89189624786377
12.453425467292098,12.433657434402239,12.449093177624778,12.357334348018597,12.365234375
11.690407426044143,11.715303882483687,11.654103823291779,11.663591345537753,11.67785930633545
11.919881883243576,11.807751368054365,11.803578582777613,11.822045599536633,11.888096809387207
12.227666843624178,12.297310220605727,12.282604597683045,12.375429976097932,12.362074851989746
12.007702041483743,12.060265853182036,12.06297142141201,12.056141763953724,12.007017135620117
11.73027374000933,11.910326953983212,11.910854538465715,11.871166127974524,11.872663497924805
11.689217018312345,11.82393716730554,11.801304322128649,11.820429958692205,11.82340145111084
11.848084042748996,12.413800398722492,12.411309188561214,12.351162646264346,12.34477710723877
11.980059949912054,12.19125323775316,12.134466429095982,12.055881509795634,12.077828407287598
11.983802878776348,11.958172924936301,11.94530224340018,11.954940237624305,11.949012756347656
11.938643184030555,12.082837330778545,12.057383687494495,11.936300477625187,12.00333309173584
12.05623024448714,12.46637896164143,12.450629359865527,12.56651651050891,12.535789489746094
12.096173528105714,12.30671675621355,12.302115448181178,12.356372037813122,12.314242362976074
11.647669615741217,11.805424665484564,11.796201892725591,11.808066883101215,11.802289962768555
11.972503940692976,12.442378559480733,12.53982485841581,12.639988044828891,12.688203811645508
12.15632085405949,12.544742460218805,12.53198830473008,12.549117391565519,12.550321578979492
12.35716113356851,12.32719153949107,12.31773993908907,12.396649338610134,12.426642417907715
11.834637903996455,11.525882212901115,11.524065770661155,11.52839612554064,11.527924537658691
12.06158574583299,11.534892106041351,11.540957288234287,11.645909583129393,11.62867546081543
11.90870359481239,12.813823868543734,12.833096792799363,12.710888663147808,12.788742065429688
11.718994146727615,12.04712787985548,12.045060803388688,12.12156559870624,12.064095497131348
11.810848098151801,11.782191523634829,11.7855515883343,11.83935919467762,11.787737846374512
11.68569780174704,11.74653124297943,11.756402785092707,11.748616653517228,11.698902130126953
11.934209343860491,13.032308311781248,12.965759811936918,12.538091333573437,12.462749481201172
11.858851248108898,12.004937566529625,12.014965115023816,12.078114328595866,12.096314430236816
11.683222531430154,12.151910053321725,12.156660124647205,12.136741360609214,12.142476081848145
11.608385383665956,12.495177600943734,12.502177117131716,12.456241978688615,12.383113861083984
11.863445695970471,12.44423726795348,12.444366990706069,12.474658766920225,12.467217445373535
11.621499765746378,12.697436605433964,12.698614507166186,12.707411669462445,12.63042163848877
12.079540565514684,12.160704927194393,12.166801170436466,12.183263485180454,12.20625114440918
11.727504067465393,12.88732664488058,12.87834561237077,12.668078873048026,12.709189414978027
11.425999548654396,12.704252976079852,12.700990064617073,12.736833009072372,12.742111206054688
11.845990844794274,12.566218110438054,12.550734784879804,12.555376433415676,12.526639938354492
11.566556986051605,11.681254585300545,11.671183830672774,11.771266333998465,11.668578147888184
11.666119392011545,12.515341760167587,12.501548378998606,12.519293917969403,12.44117259979248
11.899221092884593,11.483045080167834,11.510142861817574,11.431452254199392,11.381319999694824
12.033878884451532,12.639799440965191,12.579279745007431,12.480534498472686,12.600035667419434
11.125599032765443,11.884408262642332,11.875397025739794,11.889295441845453,11.882875442504883
11.522410286261213,11.964514951921597,11.919887030135,12.010632126369352,12.029948234558105
11.304878934497154,11.383437757718575,11.383826026928364,11.394046728287218,11.219527244567871
12.22295135824131,11.850497912907224,11.831822549761677,11.857524986617427,11.875890731811523
12.012282795890929,11.779360900179222,11.784936025453355,11.782457828767546,11.798651695251465
11.804859081298357,12.696889143613436,12.657101262845636,12.556312350592865,12.571523666381836
11.981238072229583,12.171294537717754,12.209153612453433,12.150560419291143,12.168519973754883
11.836768382799338,12.253855611255592,12.2555830868839,12.167158550862426,12.203328132629395
11.763292040072841,12.454954859828415,12.435541723841553,12.279484907111284,12.286835670471191
11.717745578048575,12.864284484613068,12.855692224554488,12.76163572847085,12.780623435974121
11.725979529970974,12.266965800262135,12.263353838413082,12.24588096067442,12.21662712097168
11.621012776006062,12.20544068875908,12.200268115895458,12.218813235314887,12.224553108215332
11.724266095017132,11.867679051834305,11.863516633093436,11.9146738969592,11.916337966918945
11.740919134403505,12.261534769433815,12.253155276427028,12.283893771918152,12.280797004699707
11.875638583153062,11.450755155172631,11.32907132761417,11.295446598873925,11.34890079498291
11.935822993629905,11.432369953519606,11.379869781190456,11.402633233669093,11.406816482543945
11.885909401795391,12.553356905068885,12.563878084809149,12.574117795656425,12.54942512512207
11.844758980694206,11.28369945482389,11.301496724715214,11.373516526910436,11.376757621765137
11.813361085713943,11.83693907140966,11.831536194172294,11.859350897659107,11.866494178771973
11.785491896533685,11.047271873184087,11.134048057658877,11.866822620253696,11.870551109313965
11.683780271916312,12.111494564121745,12.095212686844006,12.08388335111203,12.081106185913086
11.645447881988982,12.081242367808182,12.078960674185813,12.114225457666404,12.10000228881836
